text,target
" (excerpts from posting on this topic) 


(I've seen satellites at midnight - they're not only in twilight.) :o) 


Now my comments: 

I'd like to add that some of the ""protests"" do not come from a strictly 
practical consideration of what pollution levels are acceptable for 
research activities by professional astronomers.  Some of what I 
would complain about is rooted in aesthetics.  Many readers may 
never have known a time where the heavens were pristine - sacred - 
unsullied by the actions of humans.  The space between the stars 
as profoundly black as an abyss can be.  With full horizons and 
a pure sky one could look out upon half of all creation at a time 
- none of which had any connection with the petty matters of man. 
Any lights were supplied solely by nature; uncorruptable by men.  
Whole religions were based on mortal man somehow getting up there 
and becoming immortal as the stars, whether by apotheosis or a belief 
in an afterlife.  

The Space Age changed all that.  The effect of the first Sputniks 
and Echo, etc. on this view could only happen once.  To see a light 
crossing the night sky and know it was put there by us puny people 
is still impressive and the sense of size one gets by assimilating 
the scales involved is also awesome - even if the few hundreds or 
thousands of miles involved is still dwarfed by the rest of the universe.  
But there is still a hunger for the pure beauty of a virgin sky. 

Yes, I know aircraft are almost always in sight.  I have to live 
in a very populated area (6 miles from an international airport 
currently) where light pollution on the ground is ghastly.  The 
impact of humans is so extreme here - virtually no place exists 
that has not been shaped, sculpted, modified, trashed or whipped 
into shape by the hands of man.  In some places the only life 
forms larger than bacteria are humans, cockroaches, and squirrels 
(or rats).  I visited some friends up in the Appalacian mountains 
one weekend, ""getting away from it all"" (paved roads, indoor plumbing, 
malls, ...) and it felt good for a while - then I quickly noticed 
the hollow was directly under the main flight path into Dulles - 60-80 
miles to the east.  (Their 'security light' didn't help matters 
much either.)  But I've heard the artic wilderness gets lots of 
high air traffic.  So I know the skies are rarely perfect. 

But there is still this desire to see a place that man hasn't 
fouled in some way.  (I mean they've been TRYING this forever - 
like, concerning Tesla's idea to banish night, - wow!)  I don't watch 
commercial television, but I can imagine just how disgusting beer, 
truck, or hemmorrhoid ointment advertisements would be if seen up so high.  
If ya' gotta make a buck on it (displaying products in heaven), at 
least consider the reactions from those for whom the sky is a last
beautiful refuge from the baseness of modern life.  

To be open about this though, I have here my listing of the passage 
of HST in the evening sky for this weekend - tonight Friday at 
8:25 p.m. EDT it will reach an altitude of 20.1 degrees on the 
local meridian from Baltimore vicinity.  I'll be trying to see it 
if I can - it _is_ my mealticket after all.  So I suppose I could 
be called an elitist for supporting this intrusion on the night sky 
while complaining about billboards proposed by others.  Be that 
as it may, I think my point about a desire for beauty is valid, 
even if it can't ever be perfectly achieved. ",14
"
They changed the lights and slope of the hood, along with the new
grille.  Otherwise, it is unchanged.

Interestingly, their lack of wood and lack of a grille was a BIG
design statement... they tried to defy conventional wisdom and carve
their own niche ... unfortunately, sales were only half those of the
LEXUS and hence, they now join the pack.  I still wonder if much of
the problem wasn't the slow start from the initial AD campaign.

Personally, I like the Q without the Grille.",7
"I second the boots... oil spots from cars are particularly
slippery when parking the bikes, and  good boots help here as
well.",8
"
Oh, Bill, you are so full of shit.  That's the stupidest thing I've ever heard.




ObMOTO:  I happened to miss the discussion of deltabox frames, if there was
one, because I actually needed to get some work done last week.  So if anybody
would care to repeat what got said (since I was the guy who asked, and I'm
still ignorant) could you email me?  Thanks.




",8
"


backdesk.zip is on CICA, but I'm not sure of the whole directory.

Another to throw into the running is topdesk.  It is alsow on CICA, but
I'm not sure where.  It is more complicated then backdesk, but I've found
it to be more stable and more usefull.  I recomend it to people who
have already used a virtual desktop.  Oh yeh, It's free.  
Copyright Microsoft and Sanford Staab.  
",2
"If your buying a compact pickup do yourself a favor and wait a few months
for the 1994 GMC sonoma.  Magazines are saying it is day and night over the
current truck.  It's georgeous, solid, and fast (200hp Vortec 4.3 V-6).
Should whip the Ranger in every area too (accept maybe payload).  And always
pick a GMC over a Chevy.  GMC's are always so much better looking.  Man, I 
miss the Comanche.

Marty and Matt Owings
'87 250 ninja type rider dudes

""It's a feeling that we all wanna know
and it's an obsession to some
to keep the world in you rearview mirror
while you try to run down the sun""",7
"
   I agree with you.
",1
"IM pleased to announce a new revolutionary device that allows you to
copy super nintendo and genesis games to floppy disk.  Then later
play from floppy disk with out the cart.  This is a independent system
that interfaces with your SNES or Genesis.

OTHER FEATURES

*Store multiple copies of cart. save game to disk (up to 32 saves to disk)

*Save your position in SNES games that don't norally have a save feature

*Switch your SNES into slow motion mode

*Use codes to get unlimited lives and other ""cheats"" in many games.

The Multi-Game Hunter is capable of copying both SNES and Genesis game 
carts to standard IBM PC formated floppy disks. The games can them be played directly from the floppy disk. NOTE:IT does not require a PC

Full color on-screen icons and menus make operation for the MGH so simple
that even a child could operate it.  Options can be selected simply by choosing the selection with the game controller and pressin a button.

Add a Game saver adapter to your system for more game playing power.  The
Game saver allows you to save your position to disk in almost any SNES game!
Reload your saved position any time.  Enable it's slow-motion feature for those really tough games.

For more control over game play, We have the Game finger software.  The
game finger software can give you unlimited lives or warp you to new levels in
your favorite SNES games.  Bring back to life those really frustrating games.

Also if you know how to program 6518 6502 ASM code you can create your own
SNES demos or games.

MGH includes

Base unit,disk drive (high density 3.5 drive), 16megabit RAM, 256 SRAM,
all adapters and comes ready to hook up to your gameing system.

ONly thing not included is the power supply which you can pick up at
radio shack.

All for only $500

DISCLAMER

the customer assumes all responsibility for the use and or misuse of this 
product.  We in no way encourage nor condone the use of this product for
software piracy.  This device is intended soley for making legal backup
copies.  Neither Nintendo or Sega has giving official endorsement of the 
products described herein.",6
"Hello.
Hoping to net some netters
who are in the helping professions 
(counseling, psychology, psychiatry, social work, therapy etc.)
to network on some topics and consider
the possibility of a sci.counseling.christian type newsgroup
or list.

The integration of psychology and counseling and theology 
is a subject of great debate and one of particular interest
to me.

If you're out there, please lemme know.

Email me direct if you will so we can get to know one another
off the news.",15
,8
"I have a friend who has a MAC (LC or LC II I think), and her family has an
""extra"" LaserJet IIIp sitting around. Is there any way to connect these
two and make them work without a postscript cartridge?  She told me that a
random friend of hers had mentioned something about some software package
that could do the translation...
-Rick",4
"



Which provided the basis for the denoument of the film which
introduced Errol Flynn to the world.  (Love interest was Olivia de
Havilland, who went on to appear with Flynn in 7 more films.)

[Exercise for non-old-movie buffs: what film was this?]
[Exercise for old movie buffs: what were the 7 more films?]",18
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^,7
"Rich Thompson posts some blather about the Libertarian Party:



What pray tell do the Libertarians know about winning elections?

Bob


--",18
"When I run our RS6000's ""info"" utility through a remote login
  shell (rlogin) from my Sun Sparc 1+, I can no longer type
  lower case in any of info's window prompt's.

  I thought the prob. may have been due to my Sun window mgr. 
  (Openlook) being incompatible with the AIX Motif application
  but I tried it under TVTWM also.  Same result.
  
  So this is presumably an X11 key definition problem between 
  workstations - but my system admins. feign ignorance.
  
  What do I need to do the be able to type lower case into 
  this remote AIX motif app. from within my local Openlook
  window manager?
  
  
-- ",5
"
Oh, please, enlighten us all. What articles in particular are you
quoting from? I'm doing my Masters in Psychopathology and it would
interest me greatly in seeing these articles that you know exist
(yet I know nothing about). I'm sure I could give them to people
doing their PhD's. With information like this, they'll have their
degree in no time.  (sprinkle sarcasm where applicable)

Don't bother with the little-girl-is-raped-by-her-daddy-and-is-now-
a-lesbian-because-of-it studies. They have always been under critical 
scrutiny as to their validity. (Correlation != causation).",18
"
Ok, so there are in fact two distinct components transmitted by the
chip; the real message encrypted with the ""conventional"" key, and the
serial number and encrypted ""conventional"" key encrypted with the
(IMHO kind of bogus, as the whole concept of ""one key that millions of
people use which can't be changed"" doesn't seem reasonable) ""family
key"".

Suppose I analyze the output of this chip and I'm able to determine
which bits are the encrypted packet which contains the serial number
and session key.  Suppose I also design a simple algorithm based on
this information which takes the data containing the encrypted session
key and twiddles a bit (or several) before it's sent down the line.

Mind you, I'm sure the NSA thought of this along with a dozen other
attacks I can't imagine, and the system is probably somehow designed
so that manipulation of this information will cause a compliant
receiving chip to somehow fail to decrypt successfully.  But how?
What if the two parties agree in advance on some kind of consistent
bit-twiddling scheme, so the decryption chip sees the restored
""proper"" bitstream but an eavesdropper gets a E[K; UK] packet that's
wrong?

I suppose this could be easily defeated if the chip ""sends"" that
information out many times in slightly different ways, making it
effectively impossible to be certain you know all the information
being sent.",11
